iter,train_psnr,val_psnr
350,11.513055801391602,
351,13.255776405334473,
352,11.769811630249023,
353,12.846319198608398,
354,13.804411888122559,
355,12.271374702453613,
356,11.818201065063477,
357,12.978322982788086,
358,13.138419151306152,
359,13.505733489990234,
360,13.334321022033691,
361,13.486824035644531,
362,12.975555419921875,
363,12.403398513793945,
364,12.459049224853516,
365,13.120283126831055,
366,13.216666221618652,
367,12.733173370361328,
368,12.51752758026123,
369,13.479894638061523,
370,11.602116584777832,
371,13.331599235534668,
372,13.59765911102295,
373,13.684725761413574,
374,13.06551456451416,
375,12.94721794128418,
376,11.584226608276367,
377,11.92669677734375,
378,13.07168197631836,
379,12.731948852539062,
380,11.827390670776367,
381,12.913646697998047,
382,13.479997634887695,
383,13.170877456665039,
384,13.699735641479492,
385,13.421645164489746,
386,12.95174503326416,
387,12.663670539855957,
388,13.238183975219727,
389,13.604569435119629,
390,12.15817928314209,
391,13.564668655395508,
392,13.053226470947266,
393,12.569875717163086,
394,11.594287872314453,
395,14.025857925415039,
396,11.716389656066895,
397,12.765265464782715,
398,12.937535285949707,
399,12.893895149230957,
400,13.289986610412598,12.81811237335205
401,13.800869941711426,
402,13.628134727478027,
403,13.072805404663086,
404,12.842040061950684,
405,13.097845077514648,
406,12.146130561828613,
407,12.193513870239258,
408,12.410162925720215,
409,12.738622665405273,
410,12.183755874633789,
411,12.849014282226562,
412,13.597622871398926,
413,11.139034271240234,
414,11.61325454711914,
415,13.894661903381348,
416,12.924050331115723,
417,12.882745742797852,
418,11.874786376953125,
419,13.15077018737793,
420,12.980308532714844,
421,12.851613998413086,
422,12.566863059997559,
423,11.642452239990234,
424,13.1935396194458,
425,12.956356048583984,
426,13.243268966674805,
427,13.278594970703125,
428,11.74350643157959,
429,12.941104888916016,
430,14.085034370422363,
431,13.114002227783203,
432,12.677813529968262,
433,12.974358558654785,
434,12.475236892700195,
435,12.674163818359375,
436,12.957794189453125,
437,13.282590866088867,
438,12.133056640625,
439,11.544841766357422,
440,13.137872695922852,
441,13.115797996520996,
442,11.644049644470215,
443,13.375996589660645,
444,11.570510864257812,
445,12.943010330200195,
446,13.237275123596191,
447,12.009660720825195,
448,13.04015064239502,
449,13.638078689575195,
450,13.163281440734863,
451,12.387351989746094,
452,11.720535278320312,
453,12.902445793151855,
454,11.552253723144531,
455,11.569441795349121,
456,13.106155395507812,
457,13.307551383972168,
458,12.074751853942871,
459,11.36446762084961,
460,12.216896057128906,
461,13.548755645751953,
462,11.828289031982422,
463,11.960301399230957,
464,13.02224063873291,
465,11.90921401977539,
466,12.2269868850708,
467,13.013543128967285,
468,13.36502456665039,
469,11.576055526733398,
470,11.565668106079102,
471,13.389108657836914,
472,12.906282424926758,
473,12.51701545715332,
474,13.288406372070312,
475,12.977479934692383,
476,13.261640548706055,
477,11.956941604614258,
478,13.904552459716797,
479,13.276044845581055,
480,13.148693084716797,
481,12.741751670837402,
482,14.10754108428955,
483,13.818901062011719,
484,12.263843536376953,
485,13.620756149291992,
486,12.669672012329102,
487,11.747461318969727,
488,11.863945960998535,
489,13.07835578918457,
490,11.563945770263672,
491,11.89482307434082,
492,12.854747772216797,
493,13.278546333312988,
494,12.87662124633789,
495,11.562361717224121,
496,13.51286506652832,
497,12.461572647094727,
498,12.93175220489502,
499,13.077536582946777,
500,12.84947395324707,
501,12.63126277923584,
502,13.743927001953125,
503,13.647833824157715,
504,13.141042709350586,
505,11.862334251403809,
506,13.143462181091309,
507,13.410625457763672,
508,12.996103286743164,
509,13.919868469238281,
510,11.659049034118652,
511,14.324874877929688,
512,12.41104507446289,
513,14.328235626220703,
514,13.068085670471191,
515,13.710789680480957,
516,12.413759231567383,
517,12.205970764160156,
518,11.432353973388672,
519,12.292730331420898,
520,13.645967483520508,
521,11.972023010253906,
522,11.273994445800781,
523,13.042486190795898,
524,13.48647689819336,
525,13.024548530578613,
526,11.606765747070312,
527,13.039756774902344,
528,11.628957748413086,
529,11.67723274230957,
530,12.535592079162598,
531,12.918478012084961,
532,13.37698745727539,
533,12.899608612060547,
534,13.446710586547852,
535,12.14626693725586,
536,11.82233715057373,
537,11.916889190673828,
538,12.766761779785156,
539,12.612060546875,
540,12.795729637145996,
541,13.528457641601562,
542,12.675485610961914,
543,13.614425659179688,
544,11.738690376281738,
545,13.441329956054688,
546,12.918359756469727,
547,11.906733512878418,
548,12.968206405639648,
549,12.987764358520508,
550,13.382747650146484,
551,13.493202209472656,
552,13.798980712890625,
553,12.808012008666992,
554,13.981765747070312,
555,13.98459529876709,
556,13.484960556030273,
557,12.842507362365723,
558,12.912221908569336,
559,12.986979484558105,
560,12.594398498535156,
561,12.58261775970459,
562,11.542025566101074,
563,12.31705093383789,
564,11.282337188720703,
565,13.366909980773926,
566,12.691585540771484,
567,11.785512924194336,
568,13.010272979736328,
569,12.049871444702148,
570,12.89693832397461,
571,13.270551681518555,
572,12.855512619018555,
573,12.610186576843262,
574,12.527626991271973,
575,12.672318458557129,
576,11.573472023010254,
577,13.010045051574707,
578,13.889174461364746,
579,12.309540748596191,
580,13.948160171508789,
581,11.125273704528809,
582,13.687538146972656,
583,12.214462280273438,
584,11.115854263305664,
585,12.49892807006836,
586,13.650727272033691,
587,13.12038803100586,
588,11.501142501831055,
589,13.393243789672852,
590,13.929145812988281,
591,12.278020858764648,
592,11.845199584960938,
593,13.062352180480957,
594,12.240921020507812,
595,13.112940788269043,
596,12.235770225524902,
597,12.157943725585938,
598,13.58452320098877,
599,13.117117881774902,
600,12.698305130004883,12.724119186401367
601,12.71735954284668,
602,13.199281692504883,
603,11.537007331848145,
604,12.2526273727417,
605,11.513069152832031,
606,13.507184028625488,
607,13.295584678649902,
608,13.208999633789062,
609,12.125141143798828,
610,13.526915550231934,
611,12.370494842529297,
612,11.626849174499512,
613,13.443646430969238,
614,12.849502563476562,
615,12.656951904296875,
616,13.511811256408691,
617,11.392974853515625,
618,13.545103073120117,
619,13.11816120147705,
620,13.482818603515625,
621,12.949380874633789,
622,13.0009765625,
623,13.430402755737305,
624,12.977264404296875,
625,13.42913818359375,
626,13.232172012329102,
627,13.344276428222656,
628,11.896862983703613,
629,11.675189971923828,
630,11.704302787780762,
631,13.652931213378906,
632,11.9413423538208,
633,13.161391258239746,
634,11.526542663574219,
635,12.977217674255371,
636,12.225431442260742,
637,11.641267776489258,
638,13.581038475036621,
639,12.315240859985352,
640,13.125201225280762,
641,13.694944381713867,
642,13.480071067810059,
643,13.655071258544922,
644,13.004546165466309,
645,12.646757125854492,
646,13.72789478302002,
647,12.554122924804688,
648,14.007439613342285,
649,12.66572093963623,
650,13.133973121643066,
651,13.570245742797852,
652,13.11512565612793,
653,13.442463874816895,
654,12.584779739379883,
655,12.90107536315918,
656,12.217007637023926,
657,13.069487571716309,
658,11.804561614990234,
659,13.992034912109375,
660,13.984603881835938,
661,13.518214225769043,
662,11.626702308654785,
663,11.980876922607422,
664,13.536133766174316,
665,12.153488159179688,
666,11.5568265914917,
667,12.825206756591797,
668,12.713897705078125,
669,14.025053024291992,
670,11.814373970031738,
671,12.70146369934082,
672,13.700667381286621,
673,13.056173324584961,
674,11.745851516723633,
675,13.20221996307373,
676,13.18499755859375,
677,13.437719345092773,
678,12.72504711151123,
679,13.719322204589844,
680,13.84183120727539,
681,12.838045120239258,
682,12.297266960144043,
683,11.555089950561523,
684,13.771770477294922,
685,11.655410766601562,
686,13.828520774841309,
687,11.885613441467285,
688,13.005088806152344,
689,12.277579307556152,
690,12.235790252685547,
691,13.52821159362793,
692,11.330548286437988,
693,12.569890975952148,
694,12.006168365478516,
695,13.24720287322998,
696,13.268495559692383,
697,12.676158905029297,
698,13.030235290527344,
699,13.884860038757324,
700,11.95544719696045,
701,12.56619930267334,
702,12.78206729888916,
703,13.614872932434082,
704,11.545948028564453,
705,14.041529655456543,
706,11.110494613647461,
707,13.374399185180664,
708,11.605623245239258,
709,12.066327095031738,
710,13.586578369140625,
711,11.574747085571289,
712,12.466702461242676,
713,12.871559143066406,
714,12.676071166992188,
715,13.546703338623047,
716,13.606404304504395,
717,12.039051055908203,
718,12.525808334350586,
719,13.788885116577148,
720,13.085769653320312,
721,12.907039642333984,
722,13.381819725036621,
723,12.93470573425293,
724,13.900684356689453,
725,11.617945671081543,
726,13.69666862487793,
727,13.813119888305664,
728,13.722310066223145,
729,12.725667953491211,
730,13.015242576599121,
731,12.924592971801758,
732,12.634918212890625,
733,12.972986221313477,
734,13.093415260314941,
735,12.764595985412598,
736,12.951160430908203,
737,13.236822128295898,
738,12.486007690429688,
739,13.500443458557129,
740,12.914155960083008,
741,11.967687606811523,
742,13.635872840881348,
743,13.119237899780273,
744,12.281657218933105,
745,11.964193344116211,
746,12.957204818725586,
747,12.907881736755371,
748,11.491086959838867,
749,11.332271575927734,
750,13.194267272949219,
751,11.7963228225708,
752,13.62044906616211,
753,12.756429672241211,
754,13.612005233764648,
755,13.805418968200684,
756,11.67666244506836,
757,11.683855056762695,
758,13.068923950195312,
759,12.324506759643555,
760,12.71757698059082,
761,13.158530235290527,
762,12.671403884887695,
763,13.643896102905273,
764,11.826849937438965,
765,13.075804710388184,
766,13.46609115600586,
767,13.315215110778809,
768,12.527446746826172,
769,13.308002471923828,
770,13.088622093200684,
771,13.806380271911621,
772,13.26803207397461,
773,12.881744384765625,
774,13.912590026855469,
775,11.352214813232422,
776,13.882521629333496,
777,11.66868782043457,
778,12.097085952758789,
779,11.529828071594238,
780,13.176015853881836,
781,13.673046112060547,
782,12.054632186889648,
783,13.49123764038086,
784,13.053272247314453,
785,12.185454368591309,
786,13.93769359588623,
787,12.050657272338867,
788,12.57768440246582,
789,13.270650863647461,
790,13.157806396484375,
791,14.017204284667969,
792,14.060417175292969,
793,14.19328498840332,
794,11.555381774902344,
795,13.134992599487305,
796,13.130970001220703,
797,13.259307861328125,
798,11.670087814331055,
799,13.343551635742188,
800,13.663055419921875,12.737127304077148
801,11.756011962890625,
802,11.93972110748291,
803,13.371505737304688,
804,13.357943534851074,
805,13.047687530517578,
806,12.870512962341309,
807,12.570534706115723,
808,12.577791213989258,
809,12.98542594909668,
810,13.852399826049805,
811,12.322240829467773,
812,13.515111923217773,
813,13.271102905273438,
814,12.334332466125488,
815,12.504167556762695,
816,13.54310131072998,
817,12.444662094116211,
818,12.40384578704834,
819,13.08755111694336,
820,11.099181175231934,
821,11.618147850036621,
822,13.08452033996582,
823,11.659372329711914,
824,12.887120246887207,
825,13.452041625976562,
826,12.820589065551758,
827,11.587959289550781,
828,13.464109420776367,
829,12.893352508544922,
830,12.477506637573242,
831,11.6702880859375,
832,13.573079109191895,
833,13.0526123046875,
834,12.87441635131836,
835,13.510051727294922,
836,12.598438262939453,
837,12.33488941192627,
838,12.374981880187988,
839,13.100797653198242,
840,11.577445983886719,
841,11.945754051208496,
842,13.68008804321289,
843,13.60292911529541,
844,13.305520057678223,
845,12.903714179992676,
846,12.032236099243164,
847,11.751309394836426,
848,13.609429359436035,
849,13.236069679260254,
850,12.840902328491211,
851,12.068672180175781,
852,11.730657577514648,
853,12.669590950012207,
854,12.810973167419434,
855,12.845983505249023,
856,13.029876708984375,
857,13.581287384033203,
858,12.222867012023926,
859,12.02046012878418,
860,11.556181907653809,
861,13.969558715820312,
862,13.780884742736816,
863,11.927467346191406,
864,13.665887832641602,
865,13.021403312683105,
866,13.318010330200195,
867,12.9173583984375,
868,13.511160850524902,
869,12.583625793457031,
870,14.018258094787598,
871,12.36876392364502,
872,12.92516803741455,
873,11.621261596679688,
874,13.07729721069336,
875,12.062067985534668,
876,12.614745140075684,
877,13.536012649536133,
878,13.61945915222168,
879,12.763529777526855,
880,13.146320343017578,
881,13.598930358886719,
882,12.14863395690918,
883,12.979400634765625,
884,12.644083023071289,
885,13.406694412231445,
886,12.676437377929688,
887,13.330160140991211,
888,11.947699546813965,
889,12.86083984375,
890,12.829357147216797,
891,13.91385269165039,
892,13.846283912658691,
893,13.853048324584961,
894,12.356353759765625,
895,12.544780731201172,
896,13.017868041992188,
897,12.948518753051758,
898,12.555093765258789,
899,13.036890029907227,
900,13.69900131225586,
901,11.592647552490234,
902,12.911687850952148,
903,11.876011848449707,
904,13.245978355407715,
905,13.58068561553955,
906,13.065062522888184,
907,13.38964557647705,
908,11.692001342773438,
909,13.911029815673828,
910,11.869650840759277,
911,13.980351448059082,
912,14.052656173706055,
913,12.580148696899414,
914,11.426290512084961,
915,13.123626708984375,
916,13.606795310974121,
917,14.175966262817383,
918,12.74746322631836,
919,12.442560195922852,
920,12.40927791595459,
921,12.7018461227417,
922,13.354421615600586,
923,13.165631294250488,
924,13.954763412475586,
925,12.836588859558105,
926,13.211847305297852,
927,13.254500389099121,
928,12.105835914611816,
929,14.00058650970459,
930,11.928204536437988,
931,13.216466903686523,
932,13.720221519470215,
933,13.638701438903809,
934,12.013914108276367,
935,12.21789264678955,
936,11.568894386291504,
937,12.778995513916016,
938,12.169904708862305,
939,13.523347854614258,
940,12.908935546875,
941,11.919442176818848,
942,12.60653305053711,
943,11.894754409790039,
944,12.707270622253418,
945,13.602170944213867,
946,13.983928680419922,
947,11.538875579833984,
948,13.715106010437012,
949,13.949727058410645,
950,12.787525177001953,
951,13.019611358642578,
952,13.102277755737305,
953,11.6168794631958,
954,13.232746124267578,
955,13.276029586791992,
956,12.070494651794434,
957,13.755605697631836,
958,13.696769714355469,
959,11.988481521606445,
960,13.272961616516113,
961,13.729890823364258,
962,12.039656639099121,
963,13.53532886505127,
964,11.733823776245117,
965,13.796228408813477,
966,11.573868751525879,
967,13.819988250732422,
968,13.725580215454102,
969,13.644028663635254,
970,11.761539459228516,
971,11.561603546142578,
972,12.26754093170166,
973,13.598608016967773,
974,12.080228805541992,
975,13.145790100097656,
976,11.766253471374512,
977,13.321634292602539,
978,13.001066207885742,
979,13.248207092285156,
980,12.631010055541992,
981,11.974630355834961,
982,13.75761890411377,
983,12.796225547790527,
984,11.730055809020996,
985,11.70789909362793,
986,13.74425983428955,
987,13.222537994384766,
988,11.72127628326416,
989,13.617300987243652,
990,13.942557334899902,
991,12.71295166015625,
992,14.090947151184082,
993,13.87230110168457,
994,12.623509407043457,
995,11.691569328308105,
996,13.971881866455078,
997,13.452176094055176,
998,13.3931303024292,
999,12.076047897338867,
1000,14.009966850280762,12.613081932067871
